"source_line","risk","gate","route","size","impact","context","title"
"495","3","none","auto","M","8","organization-and-branding","Accept a local logo file instead of an https URL only"
"524","3","none","auto","M","8","ops-setup-scripts","Add setup-eleven-agent --update to PATCH the live agent"
"525","3","none","auto","M","8","ops-setup-scripts","Rotate KP_ATS_SECRET_KEY via KP_ATS_SECRET_KEY_PREVIOUS"
"533","3","none","auto","M","8","platform-auth-api","Record an org-export audit row when dumpOrg runs"
"618","3","none","auto","M","8","voice-interview-session","Localize the candidate-safe brief shell, not only the agenda topics"
"632","3","none","auto","M","8","e2e-suite","Add a keyless companion-dock spec for memoryless degrade"
"645","3","none","auto","M","8","shell-companion-voice","Add barge-in dictation on the voice ticker"
"701","3","none","auto","M","8","spark-trust-market","Hand a JD-reference card into Job intake"
"617","3","policy-tighten","auto","S","8","voice-interview-session","Require a substantive candidate-turn floor before scoring completes"
"4","3","policy-tighten","human","M","9","agents-api","Refuse vintage-stale App-master dispatch unless acknowledgeStale"
"521","3","policy-tighten","auto","M","9","ops-setup-scripts","Allowlist CREATE TABLE/INDEX in db-load so a dump cannot exec arbitrary SQL"
"424","3","policy-tighten","auto","M","8","jd-build-templates","Enforce a named per-workspace JD write ceiling in jd-limits"
"85","3","contract","auto","M","10","ats-api","Add POST /api/ats/inbound to file mapped ATS candidates"
"310","3","contract","auto","M","10","devcase-orchestration","Count arrival batches so a one-flush fabricated trace cannot look clean"
"607","3","contract","auto","M","10","voice-interview-api","Strip the AI scorecard from the public /complete projection"
"29","3","contract","auto","M","9","llm-layer","Route grounded_salary through resolve_provider"
"314","3","contract","auto","M","9","devcase-outbox","Dispatch a case_reminder for unsubmitted live-work sessions"
"356","3","contract","human","M","9","pipeline-actions-events","Plot orchard tickets on CV salary, not a hashed stand-in"
"405","3","contract","auto","M","9","schedule-interview-prep","Withhold the human scorecard when consent has lapsed"
"31","3","contract","auto","M","8","llm-layer","Fold profile_extract through complete_document"
"185","3","contract","auto","M","8","comms-dispatch-relay","Fold delivered and opened receipts into commsVerdict"
"189","3","contract","auto","M","8","comms-locale-optout","Persist delivered/opened relay receipts instead of dropping them"
"463","3","contract","auto","M","8","jobs-api","PATCH /api/jobs/[id] for structured requirement fields"
"5","3","direction","human","M","9","app-master-bench","Record live-sweep metrics for the five scenarios still at metrics:null"
"93","3","direction","human","M","9","auth-session-rbac","Self-service password change that remints the session"
"197","3","direction","human","M","9","gdpr-data-erasure-page","Serve an Art. 15 machine-readable copy, not only a category list"
"529","3","direction","human","M","9","platform-admin-ops","Add a boot config sanity pass for secret, origin, and proxy"
"80","3","direction","human","M","8","market-data-pipeline","Emit composeBrief from interview-brief.ts against a live entry"
"92","3","direction","human","M","8","auth-session-rbac","Sliding HMAC session refresh on active use"
"215","3","direction","human","M","8","cv-extraction","Classify master's degrees distinctly from university/bachelor"
"242","3","direction","human","M","8","db-analytics-billing-llm","Cut analytics and LLM day buckets in the operator timezone"
"261","3","direction","human","M","8","db-profiles-analyses-store","Give recruiter-uploaded analyses a consent clock of their own"
"263","3","direction","human","M","8","db-tasks-agents-misc","Make salaryBenchmark currency a corpus field, not a CZK literal"
"582","3","direction","human","M","8","pipeline-entry-types","Age pipeline cards in business days"
"17","3","direction","human","L","8","companion-appmaster","Add a keyless eval for LLM dossier refinement"
"114","3","architecture","human","M","9","channels-comms-api","Cap inbound multipart on bytes read, not Content-Length"
"135","3","architecture","human","M","9","conversational-apply-flow","Email a resume link so a draft survives a new device"
"19","3","architecture","human","M","8","eval-harness","Run golden-set extraction through the keyless fallback in CI"
"565","3","architecture","human","M","8","i18n-locale-resolution","Read ?lang= inside getServerLocale"
"707","3","architecture","human","M","8","workspace-shell-core","Restore Back-through-tabs via history.state"
"245","3","architecture","human","L","9","db-core-migrations","Add audit_events for auth, config, PII-read and export (G4)"
"13","3","policy-loosen","human","M","8","companion-ai","Allow clearing companion brain consent without re-running onboarding"
"204","4","none","auto","M","8","cv-analysis-api","DELETE /api/analyses/[slug] for a single saved analysis"
"312","4","direction","human","S","8","devcase-orchestration","Default unlinked assignment role-family to general_professional"
"432","4","direction","human","M","9","jd-intake-studio","Restore an App-master start door on the intake surface"
"615","4","direction","human","M","9","voice-interview-components","Closing transcript review before an irreversible complete"
"190","4","direction","human","M","8","comms-locale-optout","Unanswered outreach follow-up cadence from lastSentAt"
"253","4","direction","human","M","8","db-org-users-channels","Add archiveWorkspace so a team can be retired without a SQL wipe"
"393","4","direction","human","M","8","candidate-self-scheduling-page","Fence proposed times in the candidate's working day"
"193","4","direction","human","L","10","consent-erasure-privacy","Split application-clock necessity from talent-pool consent"
"77","4","direction","human","L","9","analytics-sections","Pair scores against on-the-job ratings as a quality-of-hire arm"
"300","4","direction","human","L","9","devcase-evaluation","Run a synthetic strong-vs-naive probe through evaluate before approval"
"403","4","direction","human","L","9","schedule-calendar-invites","Give needs-more-slots a control that actually opens more times"
"673","4","direction","human","L","9","shell-simulation-engine","Add a voice-interview chapter to the guided JD-to-hire walk"
"549","4","direction","human","L","8","security-agent-gates","Scan git history for credential shapes, not only the current tree"
"194","4","architecture","human","M","9","consent-erasure-privacy","Add a per-candidate legal hold so expiry does not wipe hired-employee evidence"
"246","4","architecture","human","M","9","db-jobs-devcase-interviews","Widen jds primary key to (workspace_id, slug)"
"319","4","architecture","human","M","9","devcase-session-api","Expire apply tokens after a recruiter-set window"
"83","4","architecture","human","M","8","ops-observability","Persist webhook idempotency claims across process restart"
"326","4","architecture","human","M","8","github-repo-intelligence","Persist the GitHub analysis cache beyond the in-process map"
"676","4","architecture","human","M","8","shell-simulation-engine","Resume a live walk after reload from the held lease"
"32","4","architecture","human","L","10","llm-layer","CV analysis keyless ladder: text-LLM then deterministic"
"95","4","architecture","human","L","9","login-flow","Password reset door for forgotten credentials"
"126","4","architecture","human","L","9","candidate-apply-api","Mint a server-side resume token so apply drafts survive devices"
"243","4","architecture","human","L","9","db-core-migrations","Declare the first REFERENCES on pipeline_events.entry_id"
"474","4","architecture","human","L","9","jobs-posting-campaign","Rebuild campaign_packs onto (job_id, lang, workspace_id)"
"295","4","architecture","human","L","8","devcase-core","Rename the architecture rubric dimension for non-software cases"
"637","4","architecture","human","L","8","setup-studio","Embed interview-lab voice compare in VoicePanel"
"638","4","architecture","human","L","8","setup-studio","Feed MatrixPanel from live capability APIs after boot"
"121","4","irreversible","human","M","9","application-status-page","Let the candidate withdraw their application from the status page"
"133","4","irreversible","human","M","9","candidate-status-api","Add POST /api/status/[token]/withdraw for candidate-side decline"
"109","4","policy-loosen","human","S","8","billing-subscriptions","Give Free a small interview-minutes trial so voice is walkable"
"313","5","direction","human","M","9","devcase-orchestration","Recruiter-optional hard timebox that refuses a late seal"
"465","5","direction","human","L","9","jobs-api","Ship external job-board distribution for published roles"
"472","5","direction","human","L","8","jobs-intake","Build the ATS ingest runtime the keyword layer is waiting for"
"91","5","architecture","human","L","10","ats-sync-egress","Recruitee HTTP connector for two-way job and candidate sync (W1.2)"
"186","5","architecture","human","L","9","comms-dispatch-relay","Durable out-of-band retry queue for relay dead-letters"
"212","5","architecture","human","L","9","cv-extraction","OCR a scanned PDF instead of failing EXTRACT_TEXT_UNREADABLE"
"423","5","architecture","human","L","9","jd-build-templates","Localize JD markdown scaffolding and the design chain for de and fr"
"600","5","architecture","human","L","9","eval-voice","Headless OpenAI Realtime driver for the spoken eval plane"
"325","5","architecture","human","L","8","github-repo-intelligence","Accept GitLab URLs as repo-scan and snapshot targets"
"391","5","architecture","human","L","8","calendar-scheduling","Add a Microsoft 365 calendar provider beside Google"
"419","5","architecture","human","L","8","interview-tools-api","Bind STT output to an interview session so ASR damage can be re-scored"
"624","5","architecture","human","L","8","voice-provider-io","Fail over mid-call when the live provider drops, not only at connect"
"416","6","direction","human","M","8","interview-planning-rubric","Expand PERSONA_LANGUAGE_DETECT beyond Czech and English for de/fr"
"309","6","architecture","human","M","9","devcase-live-work-surface","In-browser Run control that records eval process events"
"390","6","architecture","human","L","10","calendar-scheduling","Per-interviewer availability instead of a host-blind slot pool"
"166","6","architecture","human","L","9","candidate-matching","Split university education knockout from unstated degree"
"492","6","architecture","human","L","9","org-workspace-management","Re-key singleton config tables so org backup carries brand"
"554","6","architecture","human","L","9","workspace-config-api","Provision an isolated demo tenant so a gated deploy can run the guided walk"
"108","6","irreversible","human","L","9","billing-subscriptions","Bill hire overage through Polar usage meters"
